person_id,vorname,nachname,geburtsjahr,geschlecht,staatsbuergerschaft,sprengel,katastralgemeinde,haushaltsnummer
hzbg-00071,Elfriede,Winter,2021,weiblich,AT,Ederding-Wielandsthal,Adletzberg,hzbg-h00032
hzbg-00072,David,Winter,2025,maennlich,AT,Ederding-Wielandsthal,Adletzberg,hzbg-h00032
hzbg-00073,David,Wieser,1989,maennlich,AT,Ederding-Wielandsthal,Adletzberg,hzbg-h00033
hzbg-00074,Manfred,Hofer,2001,maennlich,AT,Ederding-Wielandsthal,Adletzberg,hzbg-h00034
hzbg-00075,Notburga,Hofer,2001,weiblich,AT,Ederding-Wielandsthal,Adletzberg,hzbg-h00034
hzbg-00076,Ursula,Hofer,2019,weiblich,AT,Ederding-Wielandsthal,Adletzberg,hzbg-h00034
hzbg-00077,Niklas,Mair,1996,maennlich,AT,Ederding-Wielandsthal,Adletzberg,hzbg-h00035
hzbg-00078,Margarete,Mair,2021,weiblich,AT,Ederding-Wielandsthal,Adletzberg,hzbg-h00035
hzbg-00079,Friedrich,Mair,2024,maennlich,AT,Ederding-Wielandsthal,Adletzberg,hzbg-h00035
hzbg-00080,Moritz,Lehner,1993,maennlich,AT,Ederding-Wielandsthal,Adletzberg,hzbg-h00036
hzbg-00081,Christina,Lehner,1994,weiblich,AT,Ederding-Wielandsthal,Adletzberg,hzbg-h00036
hzbg-00082,Josef,Schmidt,1974,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00037
hzbg-00083,Klara,Schmidt,1982,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00037
hzbg-00084,Maria,Schmidt,2026,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00037
hzbg-00085,Elisabeth,Schmidt,2022,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00037
hzbg-00086,Christian,Weiss,2001,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00038
hzbg-00087,Ida,Weiss,1995,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00038
hzbg-00088,Julian,Weiss,2026,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00038
hzbg-00089,Hedwig,Weiss,2023,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00038
hzbg-00090,Heinrich,Steiner,1965,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00039
hzbg-00091,Petra,Steiner,1969,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00039
hzbg-00092,Simon,Reiter,1989,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00040
hzbg-00093,Susanne,Reiter,1990,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00040
hzbg-00094,Notburga,Reiter,2024,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00040
hzbg-00095,Christian,Reiter,2024,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00040
hzbg-00096,Elias,Reiter,2010,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00040
hzbg-00097,Edin,Petrović,1961,maennlich,BA,Ederding-Wielandsthal,Angern,hzbg-h00041
hzbg-00098,Oskar,Hofer,1995,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00042
hzbg-00099,Sophie,Hofer,2021,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00042
hzbg-00100,Leopoldine,Hofer,2020,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00042
hzbg-00101,Valentina,Hofer,2016,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00042
hzbg-00102,Süleyman,Erdoğan,2009,maennlich,TR,Ederding-Wielandsthal,Angern,hzbg-h00043
hzbg-00103,Dušan,Vidović,1985,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00044
hzbg-00104,Jasmina,Vidović,2016,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00044
hzbg-00105,Mateo,Vidović,2018,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00044
hzbg-00106,Ante,Vidović,2024,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00044
hzbg-00107,Valentina,Auer,1963,weiblich,DE,Ederding-Wielandsthal,Angern,hzbg-h00045
hzbg-00108,Raphael,Binder,1972,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00046
hzbg-00109,Süleyman,Çoban,1999,maennlich,TR,Ederding-Wielandsthal,Angern,hzbg-h00047
hzbg-00110,Katharina,Çoban,2003,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00047
hzbg-00111,Moritz,Mayer,1986,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00048
hzbg-00112,Notburga,Mayer,1984,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00048
hzbg-00113,Jonas,Berger,1983,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00049
hzbg-00114,Renate,Berger,1990,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00049
hzbg-00115,Alexander,Pichler,1999,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00050
hzbg-00116,Sebastian,Wolf,2000,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00051
hzbg-00117,Susanne,Wolf,2003,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00051
hzbg-00118,Valentin,Fischer,2000,maennlich,DE,Ederding-Wielandsthal,Angern,hzbg-h00052
hzbg-00119,Klara,Fischer,1996,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00052
hzbg-00120,Klara,Fischer,2020,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00052
hzbg-00121,Renate,Fischer,2026,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00052
hzbg-00122,Leon,Fischer,2022,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00052
hzbg-00123,Ingrid,Fischer,2020,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00052
hzbg-00124,Paul,Wallner,2003,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00053
hzbg-00125,Simon,Eder,1982,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00054
hzbg-00126,Ingrid,Eder,2014,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00054
hzbg-00127,Eva,Eder,2009,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00054
hzbg-00128,Sebastian,Lechner,1979,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00055
hzbg-00129,Valentina,Lechner,1982,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00055
hzbg-00130,David,Lechner,2024,divers,AT,Ederding-Wielandsthal,Angern,hzbg-h00055
hzbg-00131,Valentin,Lechner,2013,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00055
hzbg-00132,Lisa,Lechner,2008,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00055
hzbg-00133,Süleyman,Yıldırım,1943,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00056
hzbg-00134,Peter,Schuster,1979,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00057
hzbg-00135,Notburga,Schuster,1978,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00057
hzbg-00136,Friedrich,Lehner,1984,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00058
hzbg-00137,Felix,Lehner,2018,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00058
hzbg-00138,Amelie,Lehner,2024,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00058
hzbg-00139,Hannah,Lehner,2025,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00058
hzbg-00140,Gerhard,Lehner,2023,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00058
hzbg-00141,Rudolf,Schwarz,1969,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00059
hzbg-00142,Notburga,Schwarz,1970,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00059
hzbg-00143,Hedwig,Aigner,1938,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00060
hzbg-00144,Zehra,Özer,1999,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00061
hzbg-00145,Stefan,Maurer,1978,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00062
hzbg-00146,Susanne,Maurer,1980,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00062
hzbg-00147,Helmut,Maurer,2021,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00062
hzbg-00148,Gabriel,Schuster,1964,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00063
hzbg-00149,Leopoldine,Schuster,1973,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00063
hzbg-00150,Walter,Fuchs,1968,maennlich,DE,Ederding-Wielandsthal,Angern,hzbg-h00064
hzbg-00151,Margarete,Fuchs,1963,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00064
hzbg-00152,Julian,Wagner,1972,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00065
hzbg-00153,Barbara,Wagner,2012,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00065
hzbg-00154,Heinrich,Wagner,2018,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00065
hzbg-00155,Jakob,Winter,1980,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00066
hzbg-00156,Ida,Winter,1981,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00066
hzbg-00157,Manfred,Winter,2023,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00066
hzbg-00158,Gerhard,Leitner,1977,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00067
hzbg-00159,Mia,Leitner,1977,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00067
hzbg-00160,Wolfgang,Weiss,1992,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00068
hzbg-00161,Elisabeth,Weiss,1993,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00068
hzbg-00162,Friedrich,Egger,1982,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00069
hzbg-00163,Fatih,Karaca,1973,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00070
hzbg-00164,Sevim,Karaca,1972,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00070
hzbg-00165,Pınar,Karaca,2013,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00070
hzbg-00166,Sema,Karaca,2017,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00070
hzbg-00167,Christian,Egger,1985,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00071
hzbg-00168,Brigitte,Egger,1979,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00071
hzbg-00169,Jonas,Egger,2022,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00071
hzbg-00170,Felix,Ebner,1981,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00072
hzbg-00171,Renate,Ebner,1974,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00072
hzbg-00172,Markus,Ebner,2019,maennlich,AT,Ederding-Wielandsthal,Angern,hzbg-h00072
hzbg-00173,Klara,Ebner,2022,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00072
hzbg-00174,Emilia,Ebner,2014,weiblich,AT,Ederding-Wielandsthal,Angern,hzbg-h00072
hzbg-00175,Michael,Stadler,1965,maennlich,DE,Ederding-Wielandsthal,Ederding,hzbg-h00073
hzbg-00176,Hubert,Wimmer,1970,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00074
hzbg-00177,Barbara,Wimmer,1967,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00074
hzbg-00178,Johann,Auer,1987,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00075
hzbg-00179,Renate,Auer,1991,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00075
hzbg-00180,Laura,Auer,2024,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00075
hzbg-00181,Peter,Auer,2026,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00075
hzbg-00182,Brigitte,Auer,2012,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00075
hzbg-00183,Paul,Winter,1992,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00076
hzbg-00184,Sarah,Winter,1998,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00076
hzbg-00185,Hedwig,Winter,2022,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00076
hzbg-00186,Sarah,Winter,2022,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00076
hzbg-00187,Raphael,Lang,1976,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00077
hzbg-00188,Marie,Lang,1984,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00077
hzbg-00189,Karl,Lehner,1962,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00078
hzbg-00190,Sofia,Lehner,1955,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00078
hzbg-00191,Tomáš,Procházka,1990,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00079
hzbg-00192,Michaela,Procházkaová,1980,weiblich,CZ,Ederding-Wielandsthal,Ederding,hzbg-h00079
hzbg-00193,Jonas,Huber,1985,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00080
hzbg-00194,Paula,Huber,1993,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00080
hzbg-00195,Hubert,Lehner,1998,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00081
hzbg-00196,Sofia,Lehner,2016,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00081
hzbg-00197,Moritz,Lehner,2023,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00081
hzbg-00198,Ursula,Lehner,2019,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00081
hzbg-00199,Marie,Lehner,2019,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00081
hzbg-00200,Felix,Wallner,1983,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00082
hzbg-00201,Antonia,Wallner,1978,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00082
hzbg-00202,Werner,Wallner,2018,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00082
hzbg-00203,Oskar,Riegler,1981,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00083
hzbg-00204,Sophia,Riegler,1981,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00083
hzbg-00205,Rosa,Riegler,2021,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00083
hzbg-00206,Markus,Berger,1964,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00084
hzbg-00207,Christina,Berger,1963,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00084
hzbg-00208,Tolga,Özdemir,1989,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00085
hzbg-00209,Songül,Özdemir,1982,weiblich,TR,Ederding-Wielandsthal,Ederding,hzbg-h00085
hzbg-00210,Erol,Özdemir,2008,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00085
hzbg-00211,Yıldız,Özdemir,2015,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00085
hzbg-00212,Manfred,Berger,1971,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00086
hzbg-00213,Wolfgang,Haider,1960,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00087
hzbg-00214,David,Reiter,1972,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00088
hzbg-00215,Johanna,Reiter,1981,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00088
hzbg-00216,Nuri,Çakır,1971,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00089
hzbg-00217,Karin,Strasser,1973,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00090
hzbg-00218,Johanna,Lehner,1975,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00091
hzbg-00219,Thomas,Mayr,1976,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00092
hzbg-00220,Ida,Mayr,2015,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00092
hzbg-00221,Sarah,Mayr,2009,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00092
hzbg-00222,Leon,Mayr,2013,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00092
hzbg-00223,Amelie,Mayr,2012,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00092
hzbg-00224,Leon,Koller,1991,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00093
hzbg-00225,Sofia,Koller,1982,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00093
hzbg-00226,Herbert,Weber,1974,maennlich,DE,Ederding-Wielandsthal,Ederding,hzbg-h00094
hzbg-00227,Andreas,Lehner,1978,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00095
hzbg-00228,Sabine,Lehner,1980,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00095
hzbg-00229,Julian,Lehner,2013,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00095
hzbg-00230,Alois,Holzer,1980,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00096
hzbg-00231,Emilia,Holzer,1972,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00096
hzbg-00232,Notburga,Holzer,2013,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00096
hzbg-00233,Friedrich,Holzer,2025,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00096
hzbg-00234,Rosa,Holzer,2015,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00096
hzbg-00235,Benjamin,Holzer,2019,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00096
hzbg-00236,Barbara,Lehner,1951,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00097
hzbg-00237,Sofia,Lechner,2021,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00098
hzbg-00238,Felix,Stadler,1984,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00099
hzbg-00239,Monika,Stadler,1981,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00099
hzbg-00240,Susanne,Stadler,2012,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00099
hzbg-00241,Wolfgang,Winter,1998,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00100
hzbg-00242,Elfriede,Winter,2005,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00100
hzbg-00243,Florian,Wimmer,1999,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00101
hzbg-00244,Lea,Wimmer,1998,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00101
hzbg-00245,Markus,Wimmer,1992,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00102
hzbg-00246,Lena,Wimmer,1993,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00102
hzbg-00247,Anna,Wimmer,2022,weiblich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00102
hzbg-00248,Franz,Wimmer,2012,maennlich,AT,Ederding-Wielandsthal,Ederding,hzbg-h00102
